App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
App 2127,FAMILY,3.6,149116,74M,"10,000+",Free,0,Teen,Tools,27-Mar-18,Varies with device,4.1 and up
App 2128,EDUCATION,3.8,219485,74M,"10,000,000+",Free,0,Teen,Tools,19-Jun-18,1.5,5.0 and up
App 2129,FAMILY,4.8,149249,74M,"100,000+",Paid,0,Everyone 10+,Puzzle,07-Nov-18,1.0,4.0 and up
App 2130,EDUCATION,1.2,655294,74M,"10,000+",Paid,0.85,Mature 17+,Tools,07-Feb-18,Varies with device,4.2 and up
App 2131,EDUCATION,4.8,81589,Varies with device,"10,000,000+",Paid,0,Everyone,Tools,16-Apr-16,Varies with device,4.2 and up
App 2132,PERSONALIZATION,1.5,150254,74M,"10,000,000+",Paid,46.86,Teen,Simulation,13-Feb-18,1.1,5.0 and up
App 2133,EDUCATION,4.8,658622,Varies with device,"100,000+",Paid,0,Everyone,Action,05-Apr-17,1.1,Varies with device
App 2134,FAMILY,3.0,754887,Varies with device,"1,000,000+",Free,46.54,Everyone 10+,Education,10-Apr-16,Varies with device,4.1 and up
App 2135,PERSONALIZATION,3.4,658747,Varies with device,"100,000+",Free,0,Everyone,Tools,02-Jul-16,Varies with device,4.2 and up
App 2136,ENTERTAINMENT,3.8,653643,Varies with device,"1,000,000+",Paid,0.16,Everyone 10+,Tools,19-May-17,1.1,5.0 and up
App 2137,ENTERTAINMENT,4.5,635350,74M,"10,000,000+",Free,0,Everyone,Puzzle,18-Jul-17,Varies with device,Varies with device
App 2138,TOOLS,3.7,227859,Varies with device,"1,000,000+",Free,0,Teen,Action,01-Nov-18,2.0,Varies with device
App 2139,GAME,3.4,713526,Varies with device,"1,000+",Free,47.71,Everyone,Entertainment,15-Feb-16,1.1,5.0 and up
App 2140,EDUCATION,3.3,784090,74M,"10,000,000+",Paid,0,Mature 17+,Simulation,28-Apr-16,1.5,4.1 and up
App 2141,BUSINESS,1.6,759125,Varies with device,"10,000+",Paid,8.17,Teen,Action,25-Jun-18,1.5,5.0 and up
App 2142,EDUCATION,,610777,74M,"10,000+",Paid,0,Everyone,Entertainment,02-May-17,1.0,5.0 and up
App 2143,PERSONALIZATION,1.9,955108,74M,"10,000,000+",Paid,26.6,Everyone 10+,Tools,20-Mar-18,1.0,4.0 and up
App 2144,BUSINESS,2.7,529607,74M,"1,000,000+",Free,0,Everyone 10+,Simulation,09-Mar-18,2.0,Varies with device
App 2145,PERSONALIZATION,4.7,914055,74M,"1,000,000+",Free,0,Mature 17+,Action,25-Jun-18,1.0,4.2 and up
App 2146,GAME,1.0,311071,Varies with device,"1,000+",Free,0,Teen,Education,19-Apr-16,1.0,4.0 and up
App 2147,GAME,3.0,941542,Varies with device,"1,000,000+",Free,0,Everyone 10+,Action,17-Feb-16,Varies with device,4.2 and up
App 2148,EDUCATION,2.0,894532,Varies with device,"10,000+",Paid,49.98,Mature 17+,Simulation,15-Oct-17,1.1,4.2 and up
App 2149,ENTERTAINMENT,,323544,Varies with device,"1,000,000+",Paid,7.82,Everyone,Simulation,05-Jan-18,2.0,4.1 and up
App 2150,PERSONALIZATION,,226830,Varies with device,"10,000,000+",Free,9.89,Everyone,Simulation,08-Apr-17,1.5,4.2 and up
App 2151,ENTERTAINMENT,2.4,102023,Varies with device,"1,000+",Free,48.91,Mature 17+,Simulation,04-Feb-17,1.5,Varies with device
App 2152,TOOLS,3.7,551641,74M,"1,000,000+",Free,0,Teen,Education,05-Apr-16,1.0,4.1 and up
App 2153,TOOLS,1.1,735407,74M,"100,000+",Paid,0,Teen,Simulation,20-Oct-16,1.5,4.2 and up
App 2154,PERSONALIZATION,3.6,968965,74M,"10,000,000+",Free,0,Everyone,Tools,02-May-18,Varies with device,4.1 and up
App 2155,FAMILY,4.3,843300,Varies with device,"10,000,000+",Paid,28.36,Mature 17+,Action,11-Jan-18,2.0,4.1 and up
App 2156,BUSINESS,3.0,512096,Varies with device,"1,000,000+",Paid,0,Everyone,Puzzle,17-Jun-16,1.5,5.0 and up
App 2157,FAMILY,1.3,248343,Varies with device,"10,000,000+",Free,23.54,Everyone,Entertainment,25-Apr-17,1.1,4.1 and up
App 2158,ENTERTAINMENT,4.0,371769,Varies with device,"10,000+",Paid,47.44,Mature 17+,Action,24-May-16,Varies with device,5.0 and up
App 2159,PERSONALIZATION,3.6,581045,74M,"1,000+",Free,44.26,Mature 17+,Entertainment,01-Nov-17,1.1,5.0 and up
App 2160,PERSONALIZATION,3.8,70508,74M,"100,000+",Paid,14.17,Mature 17+,Tools,07-Mar-18,1.1,4.0 and up
App 2161,GAME,3.0,921049,74M,"1,000,000+",Free,36.71,Everyone 10+,Education,22-Aug-16,2.0,Varies with device
App 2162,EDUCATION,3.1,581868,74M,"1,000,000+",Paid,0,Everyone,Simulation,11-Jun-16,Varies with device,5.0 and up
App 2163,PERSONALIZATION,1.7,103984,Varies with device,"10,000,000+",Paid,0,Mature 17+,Puzzle,17-May-16,1.5,Varies with device
App 2164,ENTERTAINMENT,4.6,154563,Varies with device,"100,000+",Paid,0.29,Everyone,Entertainment,14-Aug-17,Varies with device,4.1 and up
App 2165,BUSINESS,4.0,821769,74M,"1,000,000+",Paid,41.26,Everyone,Action,03-Oct-18,Varies with device,Varies with device
App 2166,FAMILY,4.6,785154,Varies with device,"100,000+",Paid,41.17,Mature 17+,Action,12-Nov-16,1.1,4.0 and up
App 2167,EDUCATION,,62699,Varies with device,"1,000,000+",Paid,28.42,Teen,Tools,11-Nov-16,Varies with device,4.1 and up
App 2168,EDUCATION,3.1,100401,74M,"1,000+",Free,0,Everyone,Action,12-Apr-18,2.0,4.2 and up
App 2169,BUSINESS,1.8,752700,74M,"10,000,000+",Paid,50.0,Mature 17+,Entertainment,19-Jun-16,1.1,4.0 and up
App 2170,PERSONALIZATION,,8454,74M,"10,000,000+",Paid,0,Everyone,Puzzle,19-Aug-17,2.0,4.1 and up
App 2171,ENTERTAINMENT,4.8,410846,74M,"1,000+",Free,43.15,Mature 17+,Entertainment,15-Jul-16,1.1,Varies with device
App 2172,ENTERTAINMENT,2.8,324840,Varies with device,"1,000,000+",Free,0,Mature 17+,Simulation,24-Sep-17,2.0,4.2 and up
App 2173,ENTERTAINMENT,4.6,887273,Varies with device,"10,000+",Free,0,Everyone,Entertainment,15-Mar-16,1.0,4.1 and up
App 2174,FAMILY,4.9,345445,Varies with device,"100,000+",Free,0,Everyone,Tools,23-Apr-17,1.1,5.0 and up
App 2175,PERSONALIZATION,3.9,35060,74M,"10,000,000+",Free,33.0,Everyone,Entertainment,21-Mar-17,Varies with device,Varies with device
App 2176,GAME,,140628,Varies with device,"1,000,000+",Paid,0,Mature 17+,Entertainment,04-Feb-17,2.0,4.2 and up
App 2177,TOOLS,,177762,74M,"100,000+",Free,3.91,Everyone,Simulation,17-Jun-17,Varies with device,4.2 and up
App 2178,ENTERTAINMENT,4.6,145204,74M,"10,000+",Paid,0,Everyone,Action,28-Jul-16,Varies with device,Varies with device
App 2179,FAMILY,,181627,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Tools,13-Apr-18,1.1,4.1 and up
App 2180,EDUCATION,4.6,177466,Varies with device,"1,000,000+",Free,0,Mature 17+,Education,09-Jul-18,Varies with device,5.0 and up
App 2181,GAME,4.1,631762,74M,"100,000+",Paid,47.08,Everyone,Tools,10-Jul-17,Varies with device,4.1 and up
App 2182,TOOLS,2.5,306411,Varies with device,"1,000,000+",Paid,47.55,Everyone 10+,Tools,16-Dec-16,1.0,Varies with device
App 2183,EDUCATION,4.1,991670,Varies with device,"1,000+",Free,0,Everyone,Entertainment,10-Apr-17,1.5,4.2 and up
App 2184,ENTERTAINMENT,1.9,446886,Varies with device,"1,000,000+",Paid,0,Mature 17+,Simulation,20-Jul-18,1.5,4.0 and up
App 2185,FAMILY,1.0,38548,74M,"10,000,000+",Paid,49.72,Teen,Entertainment,20-May-16,1.5,Varies with device
App 2186,FAMILY,4.2,117152,Varies with device,"1,000,000+",Free,16.54,Everyone 10+,Education,09-Nov-18,1.0,4.1 and up
App 2187,ENTERTAINMENT,2.7,207494,Varies with device,"1,000,000+",Paid,0,Everyone 10+,Puzzle,12-Jun-18,1.5,4.2 and up
App 2188,EDUCATION,1.0,699186,Varies with device,"1,000,000+",Paid,0,Mature 17+,Education,11-Nov-17,1.0,Varies with device
App 2189,BUSINESS,,354836,74M,"1,000+",Paid,0,Everyone,Education,28-Jan-16,1.0,4.0 and up
App 2190,EDUCATION,2.3,319077,74M,"10,000+",Free,42.31,Everyone 10+,Education,13-Jan-18,1.5,Varies with device
App 2191,FAMILY,1.2,187535,74M,"1,000+",Free,0,Everyone 10+,Education,20-Aug-17,1.0,5.0 and up
App 2192,FAMILY,2.8,639100,74M,"1,000+",Paid,29.97,Mature 17+,Puzzle,15-Feb-16,Varies with device,5.0 and up
App 2193,ENTERTAINMENT,2.7,1348,Varies with device,"1,000,000+",Paid,0.58,Everyone 10+,Simulation,02-Jun-18,1.0,4.0 and up
App 2194,GAME,3.0,5288,74M,"10,000,000+",Free,0,Everyone,Entertainment,23-Aug-17,Varies with device,4.1 and up
App 2195,PERSONALIZATION,4.2,226133,Varies with device,"10,000,000+",Free,36.88,Everyone,Simulation,15-Feb-18,1.5,4.1 and up
App 2196,EDUCATION,3.2,661192,74M,"1,000+",Paid,23.52,Everyone 10+,Entertainment,14-Jul-17,1.0,4.0 and up
App 2197,FAMILY,4.2,761340,Varies with device,"10,000+",Paid,13.07,Mature 17+,Puzzle,25-Oct-16,2.0,4.2 and up
App 2198,EDUCATION,4.5,738262,74M,"10,000+",Paid,5.31,Everyone 10+,Simulation,04-Aug-17,Varies with device,5.0 and up
App 2199,ENTERTAINMENT,4.2,939278,Varies with device,"100,000+",Paid,22.46,Mature 17+,Tools,16-Oct-16,2.0,4.2 and up
App 2200,PERSONALIZATION,3.9,672499,Varies with device,"1,000,000+",Paid,0,Teen,Simulation,02-Sep-18,1.0,4.2 and up
App 2201,BUSINESS,4.2,423613,74M,"10,000,000+",Free,0,Teen,Action,25-Jun-18,2.0,4.2 and up
App 2202,FAMILY,1.2,63466,Varies with device,"10,000,000+",Free,25.87,Everyone,Puzzle,18-Mar-16,1.0,Varies with device
App 2203,BUSINESS,4.7,643559,74M,"10,000+",Free,0,Everyone 10+,Simulation,23-Jul-18,Varies with device,4.1 and up
App 2204,FAMILY,3.6,476023,74M,"10,000+",Free,49.61,Teen,Puzzle,18-Jan-17,2.0,4.2 and up
App 2205,GAME,3.1,402285,Varies with device,"1,000+",Paid,0,Everyone 10+,Action,21-Dec-16,2.0,4.1 and up
App 2206,BUSINESS,3.3,123461,74M,"10,000+",Paid,43.89,Mature 17+,Action,08-Jan-18,1.1,4.2 and up
App 2207,ENTERTAINMENT,1.3,357404,Varies with device,"100,000+",Paid,0,Everyone 10+,Action,15-Feb-17,2.0,4.0 and up
App 2208,BUSINESS,4.9,985783,74M,"10,000+",Free,0,Teen,Education,24-May-18,2.0,Varies with device
App 2209,GAME,2.1,293445,74M,"10,000,000+",Paid,47.13,Mature 17+,Tools,01-Sep-16,1.0,5.0 and up
App 2210,GAME,2.2,700789,74M,"1,000+",Free,26.34,Mature 17+,Puzzle,10-Jul-16,1.1,5.0 and up
App 2211,FAMILY,4.1,249636,Varies with device,"100,000+",Free,23.94,Mature 17+,Education,27-Jan-18,1.5,Varies with device
App 2212,PERSONALIZATION,3.0,161750,74M,"1,000,000+",Free,0,Everyone,Education,02-Jan-17,Varies with device,4.0 and up
App 2213,BUSINESS,1.7,711988,74M,"10,000+",Paid,0,Everyone,Action,07-Feb-18,1.0,Varies with device
App 2214,ENTERTAINMENT,2.5,317071,Varies with device,"1,000,000+",Paid,14.8,Mature 17+,Puzzle,10-Jun-16,1.0,4.2 and up
App 2215,GAME,2.1,680019,Varies with device,"1,000+",Paid,37.68,Everyone 10+,Simulation,03-Dec-17,1.0,4.0 and up
App 2216,ENTERTAINMENT,1.4,669784,Varies with device,"10,000+",Paid,26.63,Mature 17+,Action,18-Dec-17,1.1,4.0 and up
App 2217,GAME,1.2,155715,Varies with device,"100,000+",Paid,0,Mature 17+,Education,06-Mar-17,1.1,Varies with device
App 2218,EDUCATION,3.8,57190,Varies with device,"10,000,000+",Paid,31.08,Mature 17+,Education,10-Feb-16,1.1,4.1 and up
App 2219,FAMILY,4.6,914147,Varies with device,"10,000,000+",Free,15.44,Everyone,Education,10-Feb-18,1.5,4.0 and up
App 2220,GAME,4.3,939646,Varies with device,"1,000+",Free,8.62,Everyone 10+,Puzzle,08-Aug-16,1.5,4.0 and up
App 2221,FAMILY,4.5,60586,Varies with device,"10,000,000+",Paid,23.15,Everyone 10+,Entertainment,22-Sep-17,2.0,5.0 and up
App 2222,EDUCATION,,975267,Varies with device,"1,000,000+",Paid,32.89,Mature 17+,Simulation,21-Aug-18,2.0,4.0 and up
App 2223,EDUCATION,,894612,Varies with device,"1,000,000+",Paid,47.3,Everyone 10+,Puzzle,06-Jun-16,2.0,Varies with device
App 2224,FAMILY,3.5,11211,74M,"100,000+",Free,0,Teen,Tools,05-Aug-18,1.5,4.1 and up
App 2225,EDUCATION,1.9,639820,Varies with device,"100,000+",Paid,5.01,Everyone,Entertainment,16-May-18,Varies with device,Varies with device
App 2226,ENTERTAINMENT,2.2,175160,Varies with device,"10,000+",Paid,0,Teen,Education,22-Jun-18,2.0,4.0 and up
App 2227,FAMILY,1.2,659638,Varies with device,"1,000,000+",Paid,47.28,Everyone 10+,Tools,21-Oct-18,2.0,4.0 and up
App 2228,ENTERTAINMENT,3.4,432823,74M,"1,000+",Free,23.31,Mature 17+,Puzzle,05-Dec-18,1.0,Varies with device
App 2229,FAMILY,1.4,472649,74M,"1,000,000+",Free,3.19,Everyone 10+,Education,04-Apr-16,Varies with device,Varies with device
App 2230,BUSINESS,4.4,868191,Varies with device,"100,000+",Free,24.4,Mature 17+,Tools,05-May-16,2.0,Varies with device
App 2231,FAMILY,3.1,290973,Varies with device,"10,000+",Free,41.03,Everyone 10+,Puzzle,04-Mar-17,2.0,Varies with device
App 2232,ENTERTAINMENT,2.9,852034,Varies with device,"10,000+",Paid,1.78,Everyone 10+,Action,14-May-17,Varies with device,4.2 and up
App 2233,GAME,4.9,649122,74M,"10,000+",Paid,11.68,Everyone,Tools,19-Sep-17,Varies with device,5.0 and up
App 2234,TOOLS,4.0,154766,74M,"10,000+",Paid,0,Teen,Tools,20-Jan-16,2.0,4.0 and up
App 2235,TOOLS,4.0,233569,74M,"10,000+",Free,0,Everyone 10+,Entertainment,10-May-17,1.1,5.0 and up
App 2236,TOOLS,3.5,87825,Varies with device,"1,000,000+",Paid,40.71,Mature 17+,Tools,04-Sep-17,1.0,Varies with device
App 2237,EDUCATION,2.5,139783,74M,"10,000,000+",Paid,2.13,Everyone 10+,Simulation,13-May-18,1.0,Varies with device
App 2238,TOOLS,4.8,75436,74M,"10,000,000+",Free,0,Everyone 10+,Action,15-Feb-18,1.5,4.2 and up
App 2239,PERSONALIZATION,4.4,966679,Varies with device,"1,000,000+",Free,24.93,Teen,Puzzle,02-Jul-17,2.0,4.1 and up
App 2240,BUSINESS,2.5,16016,Varies with device,"10,000+",Free,19.49,Everyone 10+,Simulation,07-Dec-17,2.0,Varies with device
App 2241,EDUCATION,2.3,853765,74M,"1,000+",Paid,0,Everyone,Education,11-Nov-18,1.1,Varies with device
App 2242,ENTERTAINMENT,2.1,233738,Varies with device,"100,000+",Paid,12.84,Teen,Puzzle,10-Nov-16,1.0,Varies with device
App 2243,FAMILY,2.5,625686,Varies with device,"100,000+",Free,0,Teen,Simulation,04-Feb-16,2.0,4.0 and up
App 2244,TOOLS,3.5,364006,74M,"10,000+",Free,0,Teen,Simulation,22-Nov-18,1.0,4.0 and up
App 2245,TOOLS,1.0,813761,Varies with device,"100,000+",Free,42.22,Everyone 10+,Simulation,19-Mar-16,1.5,4.1 and up
App 2246,GAME,1.5,785698,Varies with device,"1,000+",Paid,33.61,Teen,Education,12-Dec-18,2.0,5.0 and up
App 2247,PERSONALIZATION,1.6,105758,Varies with device,"100,000+",Free,27.85,Mature 17+,Puzzle,11-Jan-16,Varies with device,4.1 and up
App 2248,ENTERTAINMENT,4.4,20739,74M,"10,000,000+",Paid,0,Mature 17+,Entertainment,14-Aug-16,Varies with device,4.2 and up
App 2249,EDUCATION,1.1,351836,Varies with device,"100,000+",Paid,0,Everyone,Simulation,11-May-18,1.0,4.0 and up
App 2250,PERSONALIZATION,1.3,786538,Varies with device,"10,000,000+",Free,0,Everyone 10+,Action,23-Aug-16,1.5,5.0 and up
App 2251,EDUCATION,2.2,535606,74M,"1,000+",Paid,19.94,Teen,Action,02-Oct-16,Varies with device,5.0 and up
App 2252,BUSINESS,2.4,876427,74M,"1,000,000+",Free,36.19,Teen,Action,15-Jul-16,1.5,Varies with device
App 2253,FAMILY,4.2,753993,74M,"1,000,000+",Free,0,Teen,Puzzle,28-Feb-16,Varies with device,5.0 and up
App 2254,EDUCATION,3.0,641255,74M,"10,000,000+",Paid,47.71,Mature 17+,Entertainment,11-Jul-16,1.1,4.1 and up
App 2255,EDUCATION,1.8,770905,74M,"10,000,000+",Free,16.46,Everyone,Tools,02-Aug-18,1.0,4.2 and up
App 2256,EDUCATION,3.5,328912,74M,"10,000,000+",Free,0,Everyone,Tools,26-Aug-17,1.0,4.1 and up
App 2257,GAME,2.9,272181,74M,"1,000+",Free,33.8,Everyone,Education,15-Jan-17,1.0,Varies with device
App 2258,EDUCATION,3.9,955757,Varies with device,"1,000+",Paid,36.18,Teen,Action,28-Nov-16,1.0,Varies with device
App 2259,FAMILY,1.9,666797,74M,"1,000,000+",Free,43.93,Everyone 10+,Puzzle,21-Sep-18,1.0,4.0 and up
App 2260,TOOLS,1.3,225846,Varies with device,"1,000,000+",Free,0,Everyone,Puzzle,16-Mar-18,1.5,Varies with device
App 2261,GAME,2.8,678368,Varies with device,"100,000+",Paid,0,Everyone 10+,Action,16-Oct-18,1.5,Varies with device
App 2262,EDUCATION,4.4,870111,74M,"1,000+",Paid,0,Everyone,Tools,19-Jun-18,2.0,4.0 and up
App 2263,GAME,4.7,673926,74M,"10,000+",Free,0,Everyone,Tools,12-Oct-18,1.1,4.0 and up
App 2264,BUSINESS,3.0,902624,74M,"1,000,000+",Paid,0,Mature 17+,Action,22-Jun-18,1.1,Varies with device
App 2265,ENTERTAINMENT,1.6,156711,Varies with device,"10,000,000+",Free,11.0,Teen,Simulation,27-Jan-18,2.0,5.0 and up
App 2266,ENTERTAINMENT,4.9,653257,Varies with device,"10,000+",Paid,0,Everyone,Entertainment,19-Apr-16,Varies with device,4.2 and up
App 2267,FAMILY,3.3,860601,Varies with device,"1,000+",Free,0,Teen,Tools,23-Dec-18,1.5,4.1 and up
App 2268,BUSINESS,3.2,54634,Varies with device,"1,000,000+",Paid,16.68,Everyone 10+,Education,15-Aug-16,1.1,4.2 and up
App 2269,EDUCATION,2.8,20888,74M,"1,000,000+",Free,42.23,Everyone 10+,Simulation,02-May-16,1.5,4.1 and up
App 2270,ENTERTAINMENT,,918857,74M,"10,000,000+",Free,8.43,Teen,Simulation,02-Dec-16,1.0,5.0 and up
App 2271,FAMILY,1.8,98323,74M,"10,000,000+",Free,0,Mature 17+,Entertainment,28-Mar-16,2.0,4.2 and up
App 2272,TOOLS,,537923,Varies with device,"10,000,000+",Free,21.42,Everyone,Puzzle,14-Apr-16,1.5,4.0 and up
App 2273,EDUCATION,4.0,103525,74M,"1,000+",Paid,12.86,Mature 17+,Education,12-Mar-18,1.1,4.2 and up
App 2274,TOOLS,3.4,833160,74M,"1,000,000+",Free,0.55,Everyone,Entertainment,20-May-16,1.0,5.0 and up
App 2275,EDUCATION,3.8,559061,74M,"1,000,000+",Free,28.33,Everyone,Action,10-Sep-18,Varies with device,5.0 and up
App 2276,BUSINESS,1.2,277051,74M,"10,000,000+",Paid,47.45,Teen,Tools,17-Aug-16,2.0,Varies with device
App 2277,BUSINESS,,32054,74M,"100,000+",Free,0,Everyone,Action,13-Jul-17,1.0,Varies with device
App 2278,PERSONALIZATION,3.5,320521,74M,"100,000+",Free,9.06,Everyone 10+,Tools,19-Apr-17,1.0,4.2 and up
App 2279,FAMILY,4.2,25540,74M,"100,000+",Free,0,Everyone 10+,Entertainment,15-Apr-18,1.0,Varies with device
App 2280,FAMILY,1.2,167544,Varies with device,"10,000,000+",Free,44.18,Mature 17+,Tools,02-Jun-16,2.0,Varies with device
App 2281,ENTERTAINMENT,4.4,204881,Varies with device,"1,000+",Paid,0,Everyone 10+,Action,11-May-16,1.1,5.0 and up
App 2282,PERSONALIZATION,4.6,96979,Varies with device,"100,000+",Free,0,Everyone,Tools,05-Sep-17,2.0,4.0 and up
App 2283,EDUCATION,4.9,308137,Varies with device,"100,000+",Paid,17.81,Teen,Action,23-Jul-18,Varies with device,Varies with device
App 2284,BUSINESS,1.5,773757,Varies with device,"1,000,000+",Paid,49.99,Everyone 10+,Action,02-Sep-16,1.0,4.2 and up
App 2285,EDUCATION,4.3,599722,Varies with device,"100,000+",Paid,46.48,Everyone,Entertainment,23-May-16,1.5,4.1 and up
App 2286,ENTERTAINMENT,1.4,718390,Varies with device,"10,000,000+",Free,20.19,Everyone 10+,Puzzle,17-Aug-17,1.0,4.2 and up
App 2287,EDUCATION,1.2,105018,Varies with device,"1,000+",Free,0,Everyone,Action,08-Jun-16,2.0,4.0 and up
App 2288,FAMILY,,639509,Varies with device,"1,000,000+",Paid,44.07,Mature 17+,Action,08-Nov-17,1.0,Varies with device
App 2289,FAMILY,2.1,429831,74M,"1,000+",Paid,38.95,Teen,Entertainment,15-Sep-18,1.1,5.0 and up
App 2290,TOOLS,1.1,524784,Varies with device,"10,000,000+",Paid,21.0,Teen,Puzzle,09-Jul-16,Varies with device,5.0 and up
App 2291,ENTERTAINMENT,3.6,264376,74M,"10,000,000+",Free,44.52,Mature 17+,Education,19-May-16,2.0,5.0 and up
App 2292,EDUCATION,1.6,681955,74M,"100,000+",Paid,25.16,Everyone,Entertainment,22-Dec-18,1.1,4.0 and up
App 2293,ENTERTAINMENT,1.1,501387,Varies with device,"1,000,000+",Free,0,Everyone,Action,14-Jan-16,2.0,4.1 and up
App 2294,GAME,2.9,273990,Varies with device,"100,000+",Free,0,Everyone,Simulation,12-Dec-17,1.1,4.1 and up
App 2295,TOOLS,3.8,153873,Varies with device,"1,000+",Paid,24.62,Everyone,Simulation,09-Jun-18,Varies with device,5.0 and up
App 2296,FAMILY,4.2,638220,Varies with device,"1,000+",Free,0,Mature 17+,Action,21-Jun-17,1.1,4.2 and up
App 2297,TOOLS,1.3,522781,Varies with device,"10,000,000+",Free,0,Teen,Action,25-Nov-17,2.0,5.0 and up
App 2298,PERSONALIZATION,,180486,74M,"1,000+",Paid,40.88,Everyone,Puzzle,13-Jul-18,1.0,5.0 and up
App 2299,ENTERTAINMENT,5.0,878540,74M,"1,000+",Free,45.93,Teen,Tools,19-Mar-18,1.5,Varies with device
App 2300,EDUCATION,,560771,Varies with device,"1,000+",Paid,1.24,Everyone,Tools,24-Nov-17,Varies with device,5.0 and up
App 2301,TOOLS,1.5,845232,74M,"10,000,000+",Paid,1.95,Everyone 10+,Entertainment,14-May-16,1.0,5.0 and up
App 2302,FAMILY,1.8,247250,74M,"10,000,000+",Free,0,Everyone,Education,18-Jun-16,1.0,5.0 and up
App 2303,EDUCATION,1.7,647076,74M,"1,000,000+",Paid,2.7,Everyone,Entertainment,15-Oct-18,1.5,5.0 and up
App 2304,EDUCATION,4.6,642493,Varies with device,"10,000+",Paid,0,Everyone 10+,Puzzle,13-Aug-17,1.0,4.2 and up
App 2305,TOOLS,2.1,282257,74M,"100,000+",Paid,37.25,Mature 17+,Simulation,19-May-18,Varies with device,Varies with device
App 2306,ENTERTAINMENT,,540854,74M,"10,000+",Free,48.49,Everyone,Entertainment,17-Feb-17,2.0,5.0 and up
App 2307,ENTERTAINMENT,2.8,848074,Varies with device,"10,000,000+",Free,38.69,Everyone 10+,Puzzle,25-Feb-17,1.1,4.1 and up
App 2308,FAMILY,,971891,74M,"10,000,000+",Paid,45.09,Mature 17+,Puzzle,27-Jun-18,Varies with device,5.0 and up
App 2309,EDUCATION,4.4,980745,74M,"1,000,000+",Free,42.57,Mature 17+,Simulation,10-Jun-18,1.1,4.2 and up
App 2310,FAMILY,3.7,357219,Varies with device,"100,000+",Free,0,Mature 17+,Simulation,01-Jan-18,Varies with device,5.0 and up
App 2311,PERSONALIZATION,4.1,384486,74M,"1,000+",Free,16.0,Everyone 10+,Simulation,13-Mar-17,Varies with device,5.0 and up
App 2312,ENTERTAINMENT,,372273,74M,"1,000+",Paid,0,Everyone,Tools,19-Nov-17,2.0,4.0 and up
App 2313,ENTERTAINMENT,3.2,128442,74M,"100,000+",Free,0,Mature 17+,Entertainment,20-Aug-18,1.5,4.0 and up
App 2314,GAME,1.4,765586,Varies with device,"10,000+",Free,0,Mature 17+,Action,27-Jul-18,Varies with device,4.2 and up
App 2315,ENTERTAINMENT,4.4,455593,Varies with device,"10,000+",Free,0,Everyone 10+,Puzzle,02-Feb-16,1.1,5.0 and up
App 2316,ENTERTAINMENT,,295475,74M,"1,000+",Paid,0,Everyone,Action,19-Apr-17,Varies with device,4.1 and up
App 2317,ENTERTAINMENT,2.8,768584,74M,"1,000,000+",Paid,26.84,Mature 17+,Entertainment,10-Jul-18,Varies with device,4.1 and up
App 2318,FAMILY,2.1,471693,Varies with device,"1,000+",Free,33.58,Everyone,Tools,02-Jan-17,1.0,4.2 and up
App 2319,EDUCATION,3.8,461361,74M,"100,000+",Paid,20.15,Teen,Puzzle,11-Jul-18,Varies with device,4.2 and up
App 2320,EDUCATION,4.2,3449,Varies with device,"1,000+",Paid,0,Mature 17+,Action,21-Nov-16,2.0,4.1 and up
App 2321,ENTERTAINMENT,4.4,162265,74M,"10,000+",Free,36.58,Teen,Education,07-Nov-18,1.1,4.2 and up
App 2322,EDUCATION,2.0,338541,74M,"10,000+",Free,0,Everyone 10+,Simulation,27-Mar-16,2.0,4.1 and up
App 2323,ENTERTAINMENT,2.9,703301,Varies with device,"10,000+",Free,24.13,Everyone,Action,08-Jun-16,2.0,4.2 and up
App 2324,ENTERTAINMENT,4.2,617484,74M,"10,000,000+",Free,0,Everyone,Simulation,18-Sep-17,1.0,4.2 and up
App 2325,GAME,2.0,929355,Varies with device,"1,000+",Paid,30.05,Everyone,Education,03-Dec-16,1.0,5.0 and up
App 2326,BUSINESS,1.6,186044,Varies with device,"10,000,000+",Free,27.35,Everyone 10+,Simulation,15-Dec-16,1.1,4.1 and up
App 2327,GAME,2.3,580706,Varies with device,"100,000+",Paid,0,Teen,Simulation,13-Nov-16,Varies with device,5.0 and up
App 2328,BUSINESS,1.3,457116,74M,"10,000,000+",Free,30.11,Mature 17+,Tools,27-Nov-16,Varies with device,4.1 and up
App 2329,ENTERTAINMENT,4.0,843622,74M,"1,000,000+",Free,0,Everyone 10+,Tools,22-Jul-17,Varies with device,5.0 and up
App 2330,EDUCATION,3.0,171760,Varies with device,"10,000,000+",Paid,44.8,Teen,Puzzle,17-Apr-17,1.0,4.0 and up
App 2331,PERSONALIZATION,4.5,216369,Varies with device,"1,000,000+",Free,8.88,Mature 17+,Tools,18-Oct-16,1.1,4.0 and up
App 2332,BUSINESS,2.5,54585,Varies with device,"10,000+",Paid,28.59,Teen,Puzzle,11-Jan-17,1.0,Varies with device
App 2333,EDUCATION,4.3,318986,Varies with device,"100,000+",Free,0,Everyone 10+,Simulation,03-Mar-16,1.5,5.0 and up
App 2334,BUSINESS,3.4,531762,Varies with device,"10,000+",Free,33.92,Everyone,Action,13-Jun-16,1.1,4.2 and up
